Operation,Relative_Time_S,Timestamp_US,Node_ID,Type,Details,Received_Time
823,366.3,1767100092608231,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:12.188262
,366.3,1767100092608374,3,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:12.188262
824,366.3,1767100092612575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:11.936343
,366.3,1767100092612707,4,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:12.188262
825,367.0,1767100093256834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:12.592849
,367.0,1767100093256953,2,CYCLE_SYNC,"Cycle=3,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:12.593864
826,367.0,1767100093265585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:12.592849
827,367.0,1767100093272214,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:12.593864
,367.0,1767100093272678,1,GW_RX_DATA,"Msg:800,From:3,Hops:1,Route:[3>GW],Lat:121.4ms,RSSI:-105,TS:1767100093272464",2025-12-30 20:08:12.593864
828,367.5,1767100093730831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:13.063221
829,367.5,1767100093735236,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:13.076877
830,367.5,1767100093745220,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:13.181020
831,369.9,1767100096147262,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:16.137828
832,369.9,1767100096148855,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:16.138295
833,370.8,1767100097111231,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:16.631436
,370.8,1767100097111388,3,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:16.631945
834,370.9,1767100097115575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:16.631436
,370.9,1767100097115718,4,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:16.631945
835,371.5,1767100097749830,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.084119
,371.5,1767100097749971,2,CYCLE_SYNC,"Cycle=4,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:17.090387
836,371.5,1767100097758585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.085379
837,371.5,1767100097764214,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.085379
838,372.0,1767100098253829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.705136
839,372.0,1767100098258236,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.706139
840,372.0,1767100098269204,1,BIDIR_LINK,"NodeID:4,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:17.705136
,372.0,1767100098269683,1,GW_RX_DATA,"Msg:1070,From:4,Hops:1,Route:[4>GW],Lat:117.0ms,RSSI:-100,TS:1767100098269454",2025-12-30 20:08:17.706139
841,374.4,1767100100649647,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:20.090077
842,374.4,1767100100652726,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:20.090077
843,375.3,1767100101614229,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:21.080106
,375.3,1767100101614372,3,CYCLE_SYNC,"Cycle=5,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:21.080106
844,375.4,1767100101618575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:20.941462
,375.4,1767100101618692,4,CYCLE_SYNC,"Cycle=5,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:21.080106
845,376.0,1767100102253834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:21.584732
,376.0,1767100102253968,2,CYCLE_SYNC,"Cycle=5,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:21.585739
846,376.0,1767100102262585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:21.584732
847,376.0,1767100102269220,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:21.585739
848,376.5,1767100102746829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:22.313128
849,376.5,1767100102751238,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:22.313128
850,376.5,1767100102761208,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:22.314171
851,378.9,1767100105152716,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:24.476459
852,378.9,1767100105156145,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:24.550256
853,379.9,1767100106117229,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:25.981609
,379.9,1767100106117382,3,CYCLE_SYNC,"Cycle=0,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:25.982631
854,379.9,1767100106121575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:25.444676
,379.9,1767100106121692,4,CYCLE_SYNC,"Cycle=0,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:25.981609
855,380.5,1767100106756832,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.101233
,380.5,1767100106756947,2,CYCLE_SYNC,"Cycle=0,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:26.102257
856,380.5,1767100106765585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.102257
857,380.5,1767100106772204,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.102257
858,381.0,1767100107249829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.594974
859,381.0,1767100107254238,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.582162
860,381.0,1767100107265204,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:26.582162
861,383.4,1767100109655630,4,BIDIR_LINK,"NodeID:2,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:28.978505
862,383.4,1767100109659377,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:29.061927
863,384.4,1767100110619238,3,BIDIR_LINK,"NodeID:1,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:30.078908
,384.4,1767100110619372,3,CYCLE_SYNC,"Cycle=1,From=1,Hop=0,RSSI=-105",2025-12-30 20:08:30.078908
864,384.4,1767100110624575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:30.077905
,384.4,1767100110624692,4,CYCLE_SYNC,"Cycle=1,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:30.077905
865,385.0,1767100111260834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:30.592095
,385.0,1767100111260949,2,CYCLE_SYNC,"Cycle=1,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:30.594099
866,385.0,1767100111269585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:30.592095
867,385.0,1767100111276204,1,BIDIR_LINK,"NodeID:3,RSSI:-106dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:30.592095
868,385.5,1767100111752829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:31.099093
869,385.5,1767100111756238,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:31.085653
870,385.5,1767100111768204,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:31.206613
871,387.9,1767100114158713,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:33.480355
872,387.9,1767100114163308,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:33.586156
,387.9,1767100114173693,3,FORWARD_ENQUEUE,"Msg:544,From:2,Hop:2,NextHop:TBD",2025-12-30 20:08:33.661535
873,388.9,1767100115122238,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:34.490696
,388.9,1767100115122370,3,CYCLE_SYNC,"Cycle=2,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:34.491694
874,388.9,1767100115126587,4,BIDIR_LINK,"NodeID:1,RSSI:-98dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:34.449094
,388.9,1767100115126721,4,CYCLE_SYNC,"Cycle=2,From=1,Hop=0,RSSI=-98",2025-12-30 20:08:34.490696
875,389.5,1767100115774842,2,BIDIR_LINK,"NodeID:3,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.230992
,389.5,1767100115774976,2,CYCLE_SYNC,"Cycle=2,From=3,Hop=1,RSSI=-87",2025-12-30 20:08:35.232007
876,389.5,1767100115783585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.230992
877,389.5,1767100115791206,1,BIDIR_LINK,"NodeID:3,RSSI:-106dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.232007
,389.5,1767100115791680,1,GW_RX_DATA,"Msg:544,From:2,Hops:2,Route:[2>3>GW],Lat:2020.8ms,RSSI:-106,TS:1767100115791465",2025-12-30 20:08:35.232007
878,390.0,1767100116255831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.725345
879,390.0,1767100116259265,3,BIDIR_LINK,"NodeID:4,RSSI:-79dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.726422
880,390.0,1767100116271220,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:35.725345
881,392.4,1767100118661688,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:37.983870
882,392.4,1767100118678126,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:38.276118
883,393.4,1767100119625227,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:39.099043
,393.4,1767100119625375,3,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:39.099043
884,393.4,1767100119629575,4,BIDIR_LINK,"NodeID:1,RSSI:-98dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:39.098041
,393.4,1767100119629703,4,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-98",2025-12-30 20:08:39.099043
885,394.0,1767100120288834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:39.620033
,394.0,1767100120288953,2,CYCLE_SYNC,"Cycle=3,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:39.920226
886,394.0,1767100120297585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:39.921210
887,394.0,1767100120305214,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:39.922209
,394.0,1767100120305678,1,GW_RX_DATA,"Msg:801,From:3,Hops:1,Route:[3>GW],Lat:122.4ms,RSSI:-105,TS:1767100120305464",2025-12-30 20:08:39.922209
888,394.5,1767100120762831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:40.252077
889,394.5,1767100120766236,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:40.252077
890,394.5,1767100120778220,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:40.252077
891,396.9,1767100123179343,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:42.717060
892,396.9,1767100123179726,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:42.718061
893,397.9,1767100124128231,3,BIDIR_LINK,"NodeID:1,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:43.622039
,397.9,1767100124128383,3,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-104",2025-12-30 20:08:43.623131
894,397.9,1767100124132575,4,BIDIR_LINK,"NodeID:1,RSSI:-98dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:43.622039
,397.9,1767100124132720,4,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-98",2025-12-30 20:08:43.622039
895,398.5,1767100124780834,2,BIDIR_LINK,"NodeID:3,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.114989
,398.5,1767100124780953,2,CYCLE_SYNC,"Cycle=4,From=3,Hop=1,RSSI=-87",2025-12-30 20:08:44.115659
896,398.5,1767100124789585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.114989
897,398.5,1767100124797214,1,BIDIR_LINK,"NodeID:3,RSSI:-106dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.115659
898,399.0,1767100125285830,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.620239
899,399.0,1767100125290245,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.617251
900,399.0,1767100125302224,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:44.623241
,399.0,1767100125302744,1,GW_RX_DATA,"Msg:1071,From:4,Hops:1,Route:[4>GW],Lat:118.0ms,RSSI:-101,TS:1767100125302482",2025-12-30 20:08:44.623241
901,401.4,1767100127681654,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:47.004142
902,401.4,1767100127683329,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:47.012261
903,402.4,1767100128631229,3,BIDIR_LINK,"NodeID:1,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:48.232764
,402.4,1767100128631366,3,CYCLE_SYNC,"Cycle=5,From=1,Hop=0,RSSI=-105",2025-12-30 20:08:48.234341
904,402.4,1767100128635575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:47.958245
,402.4,1767100128635699,4,CYCLE_SYNC,"Cycle=5,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:48.232764
905,403.0,1767100129284834,2,BIDIR_LINK,"NodeID:3,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:48.644448
,403.0,1767100129284968,2,CYCLE_SYNC,"Cycle=5,From=3,Hop=1,RSSI=-87",2025-12-30 20:08:48.644448
906,403.0,1767100129293585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:48.644448
907,403.0,1767100129301220,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:48.644448
908,403.5,1767100129778829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:49.111093
909,403.5,1767100129782238,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:49.137661
910,403.5,1767100129795204,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:49.111093
911,405.9,1767100132184628,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:51.509030
912,405.9,1767100132187606,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:51.606920
913,406.9,1767100133133229,3,BIDIR_LINK,"NodeID:1,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:52.512200
,406.9,1767100133133378,3,CYCLE_SYNC,"Cycle=0,From=1,Hop=0,RSSI=-103",2025-12-30 20:08:52.512200
914,406.9,1767100133138583,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:52.512200
,406.9,1767100133138707,4,CYCLE_SYNC,"Cycle=0,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:52.512200
915,407.5,1767100133788834,2,BIDIR_LINK,"NodeID:3,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.123455
,407.5,1767100133788949,2,CYCLE_SYNC,"Cycle=0,From=3,Hop=1,RSSI=-87",2025-12-30 20:08:53.123455
916,407.5,1767100133797586,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.123455
917,407.5,1767100133805204,1,BIDIR_LINK,"NodeID:3,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.123455
918,408.0,1767100134280840,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.612979
919,408.0,1767100134285282,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.924709
920,408.0,1767100134298204,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:53.924709
921,410.4,1767100136687718,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:56.012235
922,410.4,1767100136691312,3,BIDIR_LINK,"NodeID:2,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:56.298772
923,411.4,1767100137636229,3,BIDIR_LINK,"NodeID:1,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:57.124034
,411.4,1767100137636361,3,CYCLE_SYNC,"Cycle=1,From=1,Hop=0,RSSI=-101",2025-12-30 20:08:57.124034
924,411.4,1767100137640575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:57.122815
,411.4,1767100137640699,4,CYCLE_SYNC,"Cycle=1,From=1,Hop=0,RSSI=-99",2025-12-30 20:08:57.122815
925,412.0,1767100138292834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:57.737908
,412.0,1767100138292949,2,CYCLE_SYNC,"Cycle=1,From=3,Hop=1,RSSI=-86",2025-12-30 20:08:57.738910
926,412.0,1767100138301585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:57.737908
927,412.0,1767100138309204,1,BIDIR_LINK,"NodeID:3,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:57.737908
928,412.5,1767100138783831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:58.274703
929,412.5,1767100138788238,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:58.274703
930,412.5,1767100138801204,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:08:58.275811
931,414.9,1767100141190628,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:00.513390
932,414.9,1767100141195328,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:00.675139
,414.9,1767100141205710,3,FORWARD_ENQUEUE,"Msg:545,From:2,Hop:2,NextHop:TBD",2025-12-30 20:09:00.675139
933,415.9,1767100142139238,3,BIDIR_LINK,"NodeID:1,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:01.655745
,415.9,1767100142139367,3,CYCLE_SYNC,"Cycle=2,From=1,Hop=0,RSSI=-103",2025-12-30 20:09:01.655745
934,415.9,1767100142143587,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:01.655745
,415.9,1767100142143723,4,CYCLE_SYNC,"Cycle=2,From=1,Hop=0,RSSI=-99",2025-12-30 20:09:01.655745
935,416.5,1767100142806840,2,BIDIR_LINK,"NodeID:3,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.138650
,416.5,1767100142806987,2,CYCLE_SYNC,"Cycle=2,From=3,Hop=1,RSSI=-87",2025-12-30 20:09:02.140360
936,416.6,1767100142815585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.137638
937,416.6,1767100142824204,1,BIDIR_LINK,"NodeID:3,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.141123
,416.6,1767100142824669,1,GW_RX_DATA,"Msg:545,From:2,Hops:2,Route:[2>3>GW],Lat:2011.8ms,RSSI:-104,TS:1767100142824454",2025-12-30 20:09:02.141123
938,417.0,1767100143286831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.890148
939,417.0,1767100143291240,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.890148
940,417.0,1767100143304220,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:02.891406
941,419.4,1767100145693700,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:05.017200
942,419.4,1767100145698972,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:05.029223
943,420.4,1767100146642231,3,BIDIR_LINK,"NodeID:1,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:06.262744
,420.4,1767100146642371,3,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-103",2025-12-30 20:09:06.262744
944,420.4,1767100146646575,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:05.968438
,420.4,1767100146646707,4,CYCLE_SYNC,"Cycle=3,From=1,Hop=0,RSSI=-99",2025-12-30 20:09:06.262261
945,421.0,1767100147309834,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:06.640916
,421.0,1767100147309953,2,CYCLE_SYNC,"Cycle=3,From=3,Hop=1,RSSI=-86",2025-12-30 20:09:06.642915
946,421.1,1767100147318594,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:06.640916
947,421.1,1767100147327214,1,BIDIR_LINK,"NodeID:3,RSSI:-104dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:06.643916
,421.1,1767100147327685,1,GW_RX_DATA,"Msg:802,From:3,Hops:1,Route:[3>GW],Lat:123.3ms,RSSI:-104,TS:1767100147327463",2025-12-30 20:09:06.643916
948,421.5,1767100147790831,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:07.123823
949,421.5,1767100147794236,3,BIDIR_LINK,"NodeID:4,RSSI:-79dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:07.123823
950,421.5,1767100147807220,1,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:07.123823
951,423.9,1767100150197011,4,BIDIR_LINK,"NodeID:2,RSSI:-100dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:09.719496
952,423.9,1767100150202894,3,BIDIR_LINK,"NodeID:2,RSSI:-87dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:09.719496
953,424.9,1767100151145231,3,BIDIR_LINK,"NodeID:1,RSSI:-103dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:10.540706
,424.9,1767100151145382,3,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-103",2025-12-30 20:09:10.540706
954,424.9,1767100151149577,4,BIDIR_LINK,"NodeID:1,RSSI:-99dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:10.540706
,424.9,1767100151149706,4,CYCLE_SYNC,"Cycle=4,From=1,Hop=0,RSSI=-99",2025-12-30 20:09:10.541720
955,425.5,1767100151803832,2,BIDIR_LINK,"NodeID:3,RSSI:-86dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:11.142713
,425.5,1767100151803951,2,CYCLE_SYNC,"Cycle=4,From=3,Hop=1,RSSI=-86",2025-12-30 20:09:11.142713
956,425.5,1767100151812585,4,BIDIR_LINK,"NodeID:3,RSSI:-77dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:11.142713
957,425.6,1767100151821214,1,BIDIR_LINK,"NodeID:3,RSSI:-105dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:11.142713
958,426.0,1767100152303829,2,BIDIR_LINK,"NodeID:4,RSSI:-101dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:11.856732
959,426.0,1767100152308236,3,BIDIR_LINK,"NodeID:4,RSSI:-78dBm,Status:BIDIRECTIONAL",2025-12-30 20:09:11.858374
