Operation,Relative_Time_S,Timestamp_US,Node_ID,Type,Details,Received_Time
130,23.7,1767178322138939,5,BIDIR_LINK,"NodeID:4,RSSI:-48dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.318259
131,23.7,1767178322141584,3,BIDIR_LINK,"NodeID:4,RSSI:-64dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.229304
132,23.7,1767178322145001,1,BIDIR_LINK,"NodeID:4,RSSI:-50dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.230305
133,23.7,1767178322162251,2,BIDIR_LINK,"NodeID:4,RSSI:-67dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.230305
134,23.7,1767178322165614,6,BIDIR_LINK,"NodeID:4,RSSI:-54dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.230305
,24.0,1767178322483305,1,PDR_NETWORK,"TOTAL,Exp:1,Rx:1,Lost:0,PDR:100.00%",2025-12-31 17:52:00.729254
,24.0,1767178322483305,1,PDR_NODE,"Node6,Seq:1,Exp:1,Rx:1,Gaps:0,PDR:100.00%,LatCnt:1,LatAvg:90.4ms,LatMin:90.4ms,LatMax:90.4ms",2025-12-31 17:52:00.729787
135,24.1,1767178322615566,3,BIDIR_LINK,"NodeID:5,RSSI:-57dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.730560
136,24.1,1767178322618011,4,BIDIR_LINK,"NodeID:5,RSSI:-50dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.729787
137,24.1,1767178322618986,1,BIDIR_LINK,"NodeID:5,RSSI:-52dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.729787
138,24.2,1767178322636251,2,BIDIR_LINK,"NodeID:5,RSSI:-47dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.729787
139,24.2,1767178322639612,6,BIDIR_LINK,"NodeID:5,RSSI:-50dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:00.729787
140,24.6,1767178323085960,5,BIDIR_LINK,"NodeID:6,RSSI:-50dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:01.235879
141,24.6,1767178323089566,3,BIDIR_LINK,"NodeID:6,RSSI:-51dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:01.235879
142,24.6,1767178323090999,4,BIDIR_LINK,"NodeID:6,RSSI:-54dBm,Status:BIDIRECTIONAL",2025-12-31 17:52:01.234879
